日付,始値,高値,安値,終値
2022年04月06日 16:30,123.944,123.95,123.839,123.913
2022年04月06日 16:40,123.912,123.917,123.829,123.847
2022年04月06日 16:50,123.847,123.89,123.847,123.88
2022年04月06日 17:00,123.88,123.896,123.842,123.855
2022年04月06日 17:10,123.855,123.932,123.848,123.923
2022年04月06日 17:20,123.922,123.962,123.902,123.907
2022年04月06日 17:30,123.907,123.947,123.827,123.843
2022年04月06日 17:40,123.842,123.855,123.729,123.802
2022年04月06日 17:50,123.803,123.832,123.782,123.784
2022年04月06日 18:00,123.785,123.832,123.762,123.788
2022年04月06日 18:10,123.788,123.791,123.611,123.754
2022年04月06日 18:20,123.754,123.813,123.731,123.806
2022年04月06日 18:30,123.806,123.856,123.797,123.852
2022年04月06日 18:40,123.852,123.864,123.823,123.842
2022年04月06日 18:50,123.844,123.861,123.812,123.836
2022年04月06日 19:00,123.836,123.898,123.826,123.891
2022年04月06日 19:10,123.891,123.918,123.867,123.906
2022年04月06日 19:20,123.907,123.979,123.9,123.976
2022年04月06日 19:30,123.976,123.977,123.933,123.942
2022年04月06日 19:40,123.941,123.991,123.939,123.983
2022年04月06日 19:50,123.983,123.995,123.941,123.955
2022年04月06日 20:00,123.955,123.961,123.906,123.943
2022年04月06日 20:10,123.942,123.978,123.918,123.931
2022年04月06日 20:20,123.93,123.954,123.918,123.939
2022年04月06日 20:30,123.939,123.939,123.872,123.896
2022年04月06日 20:40,123.896,123.916,123.856,123.889
2022年04月06日 20:50,123.889,123.907,123.857,123.864
2022年04月06日 21:00,123.864,123.871,123.822,123.855
2022年04月06日 21:10,123.857,123.879,123.778,123.812
2022年04月06日 21:20,123.813,123.828,123.751,123.8
2022年04月06日 21:30,123.8,123.81,123.758,123.773
2022年04月06日 21:40,123.771,123.775,123.711,123.775
2022年04月06日 21:50,123.775,123.826,123.761,123.809
2022年04月06日 22:00,123.81,123.917,123.795,123.875
2022年04月06日 22:10,123.876,123.9,123.846,123.876
2022年04月06日 22:20,123.876,123.922,123.857,123.917
2022年04月06日 22:30,123.917,123.939,123.856,123.887
2022年04月06日 22:40,123.886,123.911,123.856,123.861
2022年04月06日 22:50,123.861,123.88,123.81,123.855
2022年04月06日 23:00,123.856,123.902,123.794,123.859
2022年04月06日 23:10,123.858,123.915,123.84,123.881
2022年04月06日 23:20,123.881,123.9,123.801,123.823
2022年04月06日 23:30,123.82,123.883,123.812,123.859
2022年04月06日 23:40,123.858,123.876,123.76,123.8
2022年04月06日 23:50,123.801,123.818,123.709,123.759
2022年04月07日 00:00,123.76,123.801,123.68,123.758
2022年04月07日 00:10,123.758,123.797,123.724,123.795
2022年04月07日 00:20,123.795,123.821,123.768,123.769
2022年04月07日 00:30,123.769,123.806,123.728,123.743
2022年04月07日 00:40,123.745,123.751,123.686,123.724
2022年04月07日 00:50,123.723,123.74,123.701,123.717
2022年04月07日 01:00,123.717,123.738,123.7,123.727
2022年04月07日 01:10,123.727,123.763,123.722,123.757
2022年04月07日 01:20,123.757,123.797,123.719,123.748
2022年04月07日 01:30,123.748,123.754,123.718,123.738
2022年04月07日 01:40,123.738,123.769,123.711,123.769
2022年04月07日 01:50,123.768,123.768,123.722,123.742
2022年04月07日 02:00,123.742,123.758,123.729,123.753
2022年04月07日 02:10,123.754,123.775,123.752,123.772
2022年04月07日 02:20,123.772,123.826,123.757,123.809
2022年04月07日 02:30,123.808,123.81,123.768,123.81
2022年04月07日 02:40,123.81,123.814,123.763,123.79
2022年04月07日 02:50,123.79,123.806,123.743,123.792
2022年04月07日 03:00,123.785,123.788,123.782,123.784
2022年04月07日 03:00,123.785,123.877,123.464,123.757
2022年04月07日 03:10,123.756,123.908,123.755,123.862
2022年04月07日 03:20,123.863,123.919,123.814,123.847
2022年04月07日 03:30,123.847,123.931,123.747,123.91
2022年04月07日 03:40,123.91,123.912,123.798,123.826
2022年04月07日 03:50,123.825,123.851,123.711,123.767
2022年04月07日 04:00,123.77,123.804,123.75,123.765
2022年04月07日 04:10,123.765,123.821,123.762,123.812
2022年04月07日 04:20,123.812,123.818,123.759,123.785
2022年04月07日 04:30,123.785,123.817,123.747,123.801
2022年04月07日 04:40,123.801,123.817,123.779,123.793
2022年04月07日 04:50,123.794,123.801,123.764,123.783
2022年04月07日 05:00,123.786,123.789,123.757,123.766
2022年04月07日 05:10,123.766,123.773,123.739,123.74
2022年04月07日 05:20,123.74,123.78,123.738,123.762
2022年04月07日 05:30,123.762,123.787,123.761,123.782
2022年04月07日 05:40,123.782,123.803,123.779,123.788
2022年04月07日 05:50,123.787,123.798,123.674,123.732
2022年04月07日 06:00,123.742,123.742,123.67,123.712
2022年04月07日 06:10,123.712,123.712,123.67,123.706
2022年04月07日 06:20,123.706,123.782,123.659,123.782
2022年04月07日 06:30,123.777,123.785,123.677,123.785
2022年04月07日 06:40,123.785,123.791,123.778,123.788
2022年04月07日 06:50,123.783,123.789,123.768,123.779
2022年04月07日 07:00,123.779,123.818,123.768,123.817
2022年04月07日 07:10,123.817,123.906,123.816,123.891
2022年04月07日 07:20,123.891,123.93,123.864,123.885
2022年04月07日 07:30,123.885,123.887,123.822,123.854
2022年04月07日 07:40,123.854,123.855,123.831,123.837
2022年04月07日 07:50,123.838,123.868,123.819,123.86
2022年04月07日 08:00,123.86,123.887,123.847,123.871
2022年04月07日 08:10,123.871,123.885,123.857,123.872
2022年04月07日 08:20,123.872,123.876,123.85,123.866
2022年04月07日 08:30,123.865,123.865,123.805,123.823
2022年04月07日 08:40,123.824,123.829,123.769,123.795
2022年04月07日 08:50,123.794,123.802,123.691,123.723
2022年04月07日 09:00,123.722,123.725,123.644,123.684
2022年04月07日 09:10,123.683,123.683,123.578,123.646
2022年04月07日 09:20,123.646,123.664,123.605,123.609
2022年04月07日 09:30,123.607,123.646,123.464,123.507
2022年04月07日 09:40,123.506,123.602,123.504,123.582
2022年04月07日 09:50,123.582,123.645,123.568,123.598
2022年04月07日 10:00,123.597,123.657,123.579,123.65
2022年04月07日 10:10,123.65,123.699,123.64,123.689
2022年04月07日 10:20,123.689,123.701,123.646,123.672
2022年04月07日 10:30,123.67,123.731,123.642,123.669
2022年04月07日 10:40,123.669,123.669,123.604,123.615
2022年04月07日 10:50,123.615,123.648,123.597,123.619
2022年04月07日 11:00,123.62,123.645,123.619,123.634
2022年04月07日 11:10,123.634,123.726,123.634,123.701
2022年04月07日 11:20,123.7,123.74,123.691,123.712
2022年04月07日 11:30,123.712,123.74,123.708,123.715
2022年04月07日 11:40,123.718,123.725,123.647,123.651
2022年04月07日 11:50,123.651,123.68,123.639,123.673
2022年04月07日 12:00,123.673,123.698,123.671,123.685
2022年04月07日 12:10,123.685,123.711,123.67,123.675
2022年04月07日 12:20,123.674,123.696,123.662,123.688
2022年04月07日 12:30,123.689,123.722,123.682,123.72
2022年04月07日 12:40,123.721,123.745,123.699,123.72
2022年04月07日 12:50,123.721,123.728,123.689,123.702
2022年04月07日 13:00,123.702,123.703,123.656,123.666
2022年04月07日 13:10,123.666,123.694,123.611,123.611
2022年04月07日 13:20,123.612,123.674,123.611,123.674
2022年04月07日 13:30,123.674,123.68,123.659,123.671
2022年04月07日 13:40,123.671,123.709,123.656,123.672
2022年04月07日 13:50,123.673,123.704,123.669,123.681
2022年04月07日 14:00,123.681,123.729,123.678,123.726
2022年04月07日 14:10,123.726,123.733,123.702,123.715
2022年04月07日 14:20,123.714,123.719,123.641,123.658
2022年04月07日 14:30,123.658,123.691,123.643,123.678
2022年04月07日 14:40,123.677,123.691,123.657,123.682
2022年04月07日 14:50,123.682,123.692,123.68,123.682
2022年04月07日 14:50,123.682,123.711,123.632,123.649
2022年04月07日 15:00,123.65,123.672,123.634,123.651
2022年04月07日 15:10,123.65,123.66,123.585,123.63
2022年04月07日 15:20,123.63,123.694,123.621,123.687
2022年04月07日 15:30,123.687,123.731,123.664,123.711
2022年04月07日 15:40,123.711,123.739,123.681,123.723
2022年04月07日 15:50,123.723,123.842,123.701,123.842
2022年04月07日 16:00,123.834,123.834,123.75,123.801
2022年04月07日 16:10,123.802,123.832,123.79,123.812
2022年04月07日 16:20,123.811,123.811,123.744,123.796
2022年04月07日 16:30,123.795,123.801,123.755,123.797
2022年04月07日 16:40,123.798,123.815,123.773,123.773
2022年04月07日 16:50,123.774,123.782,123.733,123.761
2022年04月07日 17:00,123.761,123.764,123.628,123.677
2022年04月07日 17:10,123.677,123.681,123.601,123.671
2022年04月07日 17:20,123.671,123.695,123.639,123.687
2022年04月07日 17:30,123.687,123.749,123.677,123.712
2022年04月07日 17:40,123.712,123.778,123.699,123.748
2022年04月07日 17:50,123.749,123.761,123.715,123.736
2022年04月07日 18:00,123.736,123.768,123.695,123.759
2022年04月07日 18:10,123.758,123.759,123.705,123.731
2022年04月07日 18:20,123.731,123.755,123.707,123.734
2022年04月07日 18:30,123.734,123.74,123.673,123.687
2022年04月07日 18:40,123.688,123.698,123.662,123.692
2022年04月07日 18:50,123.692,123.737,123.689,123.716
2022年04月07日 19:00,123.715,123.718,123.684,123.705
2022年04月07日 19:10,123.704,123.729,123.693,123.721
2022年04月07日 19:20,123.721,123.763,123.706,123.76
2022年04月07日 19:30,123.76,123.761,123.729,123.759
2022年04月07日 19:40,123.76,123.813,123.752,123.811
2022年04月07日 19:50,123.811,123.857,123.809,123.81
2022年04月07日 20:00,123.81,123.894,123.8,123.873
2022年04月07日 20:10,123.869,123.896,123.827,123.838
2022年04月07日 20:20,123.838,123.918,123.836,123.906
2022年04月07日 20:30,123.906,123.952,123.89,123.906
2022年04月07日 20:40,123.905,123.926,123.892,123.897
2022年04月07日 20:50,123.897,123.939,123.875,123.938
2022年04月07日 21:00,123.938,123.983,123.919,123.976
2022年04月07日 21:10,123.976,123.983,123.946,123.96
2022年04月07日 21:20,123.962,123.977,123.913,123.933
2022年04月07日 21:30,123.931,123.962,123.922,123.938
2022年04月07日 21:40,123.937,123.994,123.917,123.988
2022年04月07日 21:50,123.987,123.995,123.941,123.98
2022年04月07日 22:00,123.981,123.996,123.907,123.912
2022年04月07日 22:10,123.912,123.925,123.823,123.911
2022年04月07日 22:20,123.911,123.926,123.827,123.884
2022年04月07日 22:30,123.885,123.924,123.855,123.904
2022年04月07日 22:40,123.905,123.934,123.884,123.924
2022年04月07日 22:50,123.923,123.971,123.898,123.94
2022年04月07日 23:00,123.939,123.982,123.893,123.95
2022年04月07日 23:10,123.95,123.984,123.945,123.968
2022年04月07日 23:20,123.968,123.996,123.936,123.974
2022年04月07日 23:30,123.973,123.974,123.875,123.908
2022年04月07日 23:40,123.907,123.938,123.878,123.932
2022年04月07日 23:50,123.932,123.978,123.886,123.915
2022年04月08日 00:00,123.915,123.958,123.913,123.944
2022年04月08日 00:10,123.944,123.947,123.888,123.935
2022年04月08日 00:20,123.935,123.935,123.817,123.84
2022年04月08日 00:30,123.839,123.868,123.827,123.859
2022年04月08日 00:40,123.86,123.863,123.751,123.761
2022年04月08日 00:50,123.76,123.836,123.759,123.798
2022年04月08日 01:00,123.798,123.831,123.794,123.825
2022年04月08日 01:10,123.825,123.873,123.824,123.864
2022年04月08日 01:20,123.864,123.889,123.842,123.869
2022年04月08日 01:30,123.868,123.926,123.86,123.919
2022年04月08日 01:40,123.919,123.942,123.903,123.926
2022年04月08日 01:50,123.926,123.936,123.911,123.914
2022年04月08日 02:00,123.914,123.914,123.861,123.894
2022年04月08日 02:10,123.894,123.917,123.873,123.904
2022年04月08日 02:20,123.905,123.921,123.866,123.884
2022年04月08日 02:30,123.884,123.932,123.883,123.921
2022年04月08日 02:40,123.921,123.935,123.891,123.933
2022年04月08日 02:50,123.933,123.962,123.924,123.96
2022年04月08日 03:00,123.96,123.961,123.96,123.96
2022年04月08日 03:00,123.96,123.975,123.951,123.957
2022年04月08日 03:10,123.957,123.984,123.952,123.97
2022年04月08日 03:20,123.969,123.989,123.955,123.984
2022年04月08日 03:30,123.985,123.995,123.968,123.975
2022年04月08日 03:40,123.975,123.997,123.946,123.956
2022年04月08日 03:50,123.957,123.986,123.935,123.956
2022年04月08日 04:00,123.956,123.997,123.941,123.995
2022年04月08日 04:10,123.995,123.997,123.978,123.992
2022年04月08日 04:20,123.992,123.996,123.98,123.99
2022年04月08日 04:30,123.991,123.997,123.969,123.989
2022年04月08日 04:40,123.989,123.989,123.961,123.976
2022年04月08日 04:50,123.976,123.978,123.943,123.947
2022年04月08日 05:00,123.947,123.97,123.927,123.96
2022年04月08日 05:10,123.96,123.98,123.958,123.98
2022年04月08日 05:20,123.979,123.992,123.973,123.988
2022年04月08日 05:30,123.988,123.992,123.97,123.986
2022年04月08日 05:40,123.986,123.987,123.965,123.968
2022年04月08日 05:50,123.968,123.978,123.878,123.878
2022年04月08日 06:00,123.878,123.948,123.878,123.948
2022年04月08日 06:10,123.962,123.975,123.953,123.953
2022年04月08日 06:20,123.956,123.96,123.95,123.957
2022年04月08日 06:30,123.959,123.973,123.958,123.967
2022年04月08日 06:40,123.966,123.966,123.96,123.964
2022年04月08日 06:50,123.964,123.965,123.946,123.955
2022年04月08日 07:00,123.955,123.985,123.946,123.984
2022年04月08日 07:10,123.983,123.995,123.972,123.993
2022年04月08日 07:20,123.993,123.995,123.958,123.964
2022年04月08日 07:30,123.965,123.995,123.965,123.985
2022年04月08日 07:40,123.985,124.17,123.983,124.162
2022年04月08日 07:50,124.162,124.225,124.115,124.121
2022年04月08日 08:00,124.122,124.152,124.075,124.144
2022年04月08日 08:10,124.144,124.162,124.103,124.112
2022年04月08日 08:20,124.113,124.13,124.089,124.096
2022年04月08日 08:30,124.096,124.132,124.096,124.114
2022年04月08日 08:40,124.114,124.133,124.097,124.108
2022年04月08日 08:50,124.107,124.174,124.092,124.092
2022年04月08日 09:00,124.091,124.152,123.986,124.002
2022年04月08日 09:10,124.003,124.056,124.0,124.049
2022年04月08日 09:20,124.049,124.05,123.834,123.841
2022年04月08日 09:30,123.842,123.921,123.767,123.879
2022年04月08日 09:40,123.876,123.939,123.833,123.92
2022年04月08日 09:50,123.919,123.944,123.712,123.796
2022年04月08日 10:00,123.796,123.832,123.774,123.787
2022年04月08日 10:10,123.787,123.822,123.666,123.707
2022年04月08日 10:20,123.707,123.737,123.688,123.711
2022年04月08日 10:30,123.712,123.761,123.695,123.742
2022年04月08日 10:40,123.743,123.805,123.73,123.799
2022年04月08日 10:50,123.799,123.818,123.785,123.812
2022年04月08日 11:00,123.811,123.829,123.788,123.806
2022年04月08日 11:10,123.806,123.84,123.79,123.836
2022年04月08日 11:20,123.836,123.864,123.834,123.858
2022年04月08日 11:30,123.859,123.891,123.848,123.888
2022年04月08日 11:40,123.888,123.894,123.865,123.881
2022年04月08日 11:50,123.881,123.94,123.868,123.921
2022年04月08日 12:00,123.919,123.942,123.891,123.941
2022年04月08日 12:10,123.941,123.984,123.941,123.959
2022年04月08日 12:20,123.959,123.975,123.939,123.963
2022年04月08日 12:30,123.963,123.972,123.933,123.935
2022年04月08日 12:40,123.936,123.965,123.928,123.937
2022年04月08日 12:50,123.938,123.949,123.924,123.943
2022年04月08日 13:00,123.943,123.952,123.904,123.908
2022年04月08日 13:10,123.909,123.936,123.902,123.936
2022年04月08日 13:20,123.937,123.972,123.918,123.968
2022年04月08日 13:30,123.969,123.988,123.959,123.967
2022年04月08日 13:40,123.967,123.967,123.932,123.961
2022年04月08日 13:50,123.962,123.976,123.951,123.974
2022年04月08日 14:00,123.974,123.983,123.943,123.96
2022年04月08日 14:10,123.96,123.985,123.958,123.973
2022年04月08日 14:20,123.974,123.997,123.957,123.976
2022年04月08日 14:30,123.975,123.996,123.966,123.992
2022年04月08日 14:40,123.991,124.027,123.918,123.937
2022年04月08日 14:50,123.937,123.972,123.937,123.952
2022年04月08日 15:00,123.952,123.953,123.95,123.953
2022年04月13日 10:30,125.591,125.599,125.561,125.569
2022年04月13日 10:40,125.569,125.62,125.537,125.549
2022年04月13日 10:50,125.548,125.595,125.544,125.589
2022年04月13日 11:00,125.59,125.598,125.55,125.578
2022年04月13日 11:10,125.578,125.646,125.574,125.63
2022年04月13日 11:20,125.629,125.64,125.603,125.626
2022年04月13日 11:30,125.627,125.628,125.578,125.595
2022年04月13日 11:40,125.595,125.602,125.569,125.591
2022年04月13日 11:50,125.591,125.595,125.549,125.578
2022年04月13日 12:00,125.578,125.583,125.51,125.52
2022年04月13日 12:10,125.52,125.522,125.482,125.508
2022年04月13日 12:20,125.51,125.525,125.483,125.514
2022年04月13日 12:30,125.515,125.555,125.508,125.548
2022年04月13日 12:40,125.548,125.557,125.518,125.52
2022年04月13日 12:50,125.521,125.524,125.461,125.507
2022年04月13日 13:00,125.509,125.548,125.484,125.533
2022年04月13日 13:10,125.532,125.543,125.512,125.529
2022年04月13日 13:20,125.529,125.551,125.524,125.544
2022年04月13日 13:30,125.544,125.581,125.526,125.569
2022年04月13日 13:40,125.569,125.605,125.557,125.587
2022年04月13日 13:50,125.588,125.609,125.57,125.602
2022年04月13日 14:00,125.602,125.725,125.595,125.688
2022年04月13日 14:10,125.688,125.711,125.644,125.654
2022年04月13日 14:20,125.654,125.677,125.631,125.638
2022年04月13日 14:30,125.647,125.65,125.606,125.625
2022年04月13日 14:40,125.621,125.63,125.551,125.594
2022年04月13日 14:50,125.594,125.623,125.579,125.592
2022年04月13日 15:00,125.593,125.655,125.565,125.632
